year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,state,primary_race,primary_eligibility,primary_denominator,analysis_value
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,19,IOWA,All,All,undefined,11692
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,20,KANSAS,All,All,undefined,10819
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,21,KENTUCKY,All,All,undefined,12315
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,22,LOUISIANA,All,All,undefined,11882
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,23,MAINE,All,All,undefined,13174
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,24,MARYLAND,All,All,undefined,16054
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,25,MASSACHUSETTS,All,All,undefined,16813
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,26,MICHIGAN,All,All,undefined,13377
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,27,MINNESOTA,All,All,undefined,13564
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,28,MISSISSIPPI,All,All,undefined,12638
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,29,MISSOURI,All,All,undefined,12198
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,30,MONTANA,All,All,undefined,13245
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,31,NEBRASKA,All,All,undefined,12995
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,32,NEVADA,All,All,undefined,13932
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,33,NEW HAMPSHIRE,All,All,undefined,13700
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,34,NEW JERSEY,All,All,undefined,14796
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,35,NEW MEXICO,All,All,undefined,14134
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,36,NEW YORK,All,All,undefined,16488
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,37,NORTH CAROLINA,All,All,undefined,13158
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,38,NORTH DAKOTA,All,All,undefined,13061
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,39,OHIO,All,All,undefined,12777
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,40,OKLAHOMA,All,All,undefined,12161
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,41,OREGON,All,All,undefined,13653
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,42,PENNSYLVANIA,All,All,undefined,12315
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,44,RHODE ISLAND,All,All,undefined,11132
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,45,SOUTH CAROLINA,All,All,undefined,12484
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,46,SOUTH DAKOTA,All,All,undefined,13286
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,47,TENNESSEE,All,All,undefined,11348
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,48,TEXAS,All,All,undefined,13280
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,49,UTAH,All,All,undefined,14000
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,50,VERMONT,All,All,undefined,16891
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,51,VIRGINIA,All,All,undefined,13145
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,53,WASHINGTON,All,All,undefined,14003
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,54,WEST VIRGINIA,All,All,undefined,13770
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,55,WISCONSIN,All,All,undefined,13416
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,56,WYOMING,All,All,undefined,15868
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,60,AMERICAN SAMOA,All,All,undefined,24784
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,66,GUAM,All,All,undefined,5572
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,72,PUERTO RICO,All,All,undefined,6886
2013,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,Acute myocardial infarction,All,All,Dual & non-dual,78,VIRGIN ISLANDS,All,All,undefined,8702
